"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"styler","styler","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.0.2",NA,NA,"backports, cli, enc (>= 0.2), magrittr, purrr (>= 0.2.3),
rematch2, rlang, rprojroot, tibble (>= 1.4.2), withr",NA,"data.tree, dplyr, here, knitr, rmarkdown, rstudioapi,
testthat",NA,"GPL-3",NA,NA,NA,NA,"no","3.5.0"
"subselect","subselect","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.14",NA,NA,"MASS, ISwR, corpcor",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"superpc","superpc","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.09",NA,"survival",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.5.0"
"survey","survey","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","3.33-2",NA,"R (>= 2.16.0), grid, methods, Matrix, survival","stats, graphics, splines, lattice",NA,"foreign, MASS, KernSmooth, hexbin, mitools, RSQLite, RODBC,
quantreg, parallel, CompQuadForm, DBI",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","3.5.0"
"surveyplanning","surveyplanning","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.9",NA,"R (>= 3.0.0), data.table (>= 1.10.4), stats, laeken",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"survival","survival","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.42-3","recommended","R (>= 2.13.0)","graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","3.5.1"
"svglite","svglite","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.2.1",NA,"R (>= 3.0.0)","Rcpp, gdtools (>= 0.1.6)","Rcpp, gdtools, BH","htmltools, testthat, xml2 (>= 1.0.0), covr, fontquiver (>=
0.2.0), knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"svs","svs","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.1.0",NA,"R (>= 3.1.0), graphics, stats, utils","gtools",NA,"MASS, pvclust",NA,"GPL-3",NA,NA,NA,NA,"no","3.5.0"
"svUnit","svUnit","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.7-12",NA,"R (>= 1.9.0)",NA,NA,"svGUI, datasets, utils, XML",NA,"GPL-2",NA,NA,NA,NA,"no","3.5.0"
"swirl","swirl","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.4.3",NA,"R (>= 3.1.0)","stringr, testthat (>= 1.0.2), httr (>= 1.1.0), yaml, RCurl,
digest, tools, methods",NA,"stringi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"sys","sys","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.1",NA,NA,NA,NA,"spelling, unix (>= 1.3), testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"sysfonts","sysfonts","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.7.2",NA,NA,NA,NA,"curl, jsonlite",NA,"GPL-2",NA,NA,NA,NA,"yes","3.5.0"
"systemfit","systemfit","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.1-22",NA,"R (>= 3.2.0), Matrix, car (>= 2.0-0), lmtest","stats (>= 2.14.0), sandwich (>= 2.2-9), MASS, methods",NA,"plm (>= 1.0-1), sem (>= 2.0-0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.5.0"
"syuzhet","syuzhet","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.0.4",NA,"R (>= 2.10)","textshape (>= 1.3.0), NLP, zoo, dtt, stats, graphics, dplyr,
tidyr,",NA,"devtools, readxl, stringr, knitr, pander, testthat (>=
0.9.1), parallel",NA,"GPL-3",NA,NA,NA,NA,"no","3.5.0"
"tables","tables","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.8.4",NA,"R (>= 2.12.0), Hmisc","stats, utils, knitr",NA,"magrittr, kableExtra (>= 0.9.0)",NA,"GPL-2",NA,NA,NA,NA,"no","3.5.0"
"tcltk","tcltk","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","3.5.1","base",NA,"utils",NA,NA,NA,"Part of R 3.5.1",NA,NA,NA,NA,"yes","3.5.1"
"tcltk2","tcltk2","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.2-11",NA,"R (>= 2.8.0), tcltk",NA,NA,"utils",NA,"LGPL-3 + file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"TeachingDemos","TeachingDemos","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.10",NA,NA,NA,NA,"tkrplot, lattice, MASS, rgl, tcltk, tcltk2, png, ggplot2,
logspline, maptools, R2wd, manipulate",NA,"Artistic-2.0",NA,NA,NA,NA,"no","3.5.0"
"tensor","tensor","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.5",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.5.0"
"tergm","tergm","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","3.4.1",NA,"statnet.common (>= 4.0), ergm (>= 3.8), network (>= 1.13),
networkDynamic (>= 0.8.1)","robustbase (>= 0.9-10), coda, nlme, MASS","ergm","lattice, parallel",NA,"GPL-3 + file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"testit","testit","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.8",NA,NA,NA,NA,"rstudioapi",NA,"GPL",NA,NA,NA,NA,"no","3.5.0"
"testthat","testthat","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.0.0",NA,"R (>= 3.1)","cli, crayon, digest, magrittr, methods, praise, R6 (>= 2.2.0),
rlang, withr (>= 2.0.0)",NA,"covr, devtools, knitr, rmarkdown, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"texreg","texreg","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.36.23",NA,"R (>= 2.15.0)","methods, grDevices, graphics, stats",NA,"nlme, survival, network, ergm, lme4 (>= 1.0), btergm, Zelig
(>= 5.0-16)","AER, betareg, brglm, censReg, dynlm, eha, erer, fGarch,
gamlss, gee, geepack, gmm, h2o, latentnet, lmtest, lqmm, MASS,
mfx, mgcv, mlogit, mnlogit, MuMIn, nnet, ordinal, plm, pscl,
quantreg, relevent, rms, robustbase, RSiena, sampleSelection,
simex, sna, spdep, survey, systemfit, tergm, VGAM, xergm","GPL-2 | GPL-3",NA,NA,NA,NA,"no","3.5.0"
"text2vec","text2vec","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.5.1",NA,"R (>= 3.2.0), methods","Matrix (>= 1.1), Rcpp (>= 0.11), RcppParallel (>= 4.3.14),
digest (>= 0.6.8), foreach(>= 1.4.3), data.table(>= 1.9.6),
irlba (>= 2.2.1), R6 (>= 2.1.2), futile.logger (>= 1.4.3),
stringi (>= 1.1.5), mlapi (>= 0.1.0)","Rcpp, RcppParallel, digest, sparsepp (>= 0.2.0)","doParallel, testthat, covr, knitr, rmarkdown, glmnet,
parallel, tokenizers, magrittr",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"textclean","textclean","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.9.3",NA,"R (>= 3.4.0)","data.table, english(>= 1.0-2), glue (>= 1.3.0), lexicon (>=
1.0.0), mgsub (>= 1.5.0), qdapRegex, stringi, textshape(>=
1.0.1), utils",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"no","3.5.0"
"textshape","textshape","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.6.0",NA,"R (>= 3.4.0)","data.table, slam, stats, stringi, utils",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"no","3.5.0"
"TH.data","TH.data","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.0-9",NA,"R (>= 2.10.0), survival, MASS",NA,NA,"dplyr, gdata, plyr",NA,"GPL-3",NA,NA,NA,NA,"no","3.5.0"
"threejs","threejs","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.3.1",NA,"R (>= 3.0.0), igraph (>= 1.0.0)","htmlwidgets (>= 0.3.2), base64enc, crosstalk, methods, stats",NA,"maps","knitr, shiny","MIT + file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"tibble","tibble","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.0.1",NA,"R (>= 3.1.0)","cli (>= 1.0.1), crayon (>= 1.3.4), fansi (>= 0.4.0), methods,
pillar (>= 1.3.1), pkgconfig (>= 2.0.2), rlang (>= 0.3.1),
utils",NA,"bench (>= 1.0.1), covr (>= 3.2.1), dplyr (>= 0.7.8),
htmltools (>= 0.3.6), import (>= 1.1.0), knitr (>= 1.21), mockr
(>= 0.1), nycflights13 (>= 1.0.0), rmarkdown (>= 1.11),
testthat (>= 2.0.1), withr (>= 2.1.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.5.2"
"tictoc","tictoc","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.0",NA,"R (>= 3.0.3), methods",NA,NA,NA,NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"tidygraph","tidygraph","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.1.0",NA,NA,"tibble, dplyr (>= 0.7), igraph, magrittr, utils, rlang, R6,
Rcpp, tools, stats, tidyr","Rcpp","network, data.tree, ape, graph, methods, testthat, covr,
seriation, netrankr, influenceR, NetSwan",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"tidyr","tidyr","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.8.2",NA,"R (>= 3.1)","dplyr (>= 0.7.0), glue, magrittr, purrr, Rcpp, rlang, stringi,
tibble, tidyselect (>= 0.2.5)","Rcpp","covr, gapminder, knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"tidyselect","tidyselect","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.2.5",NA,"R (>= 3.1)","glue (>= 1.3.0), purrr, rlang (>= 0.2.2), Rcpp (>= 0.12.0)","Rcpp (>= 0.12.0),","covr, dplyr, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","3.5.0"
"tidytext","tidytext","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.1.9",NA,"R (>= 2.10)","rlang, dplyr, stringr, hunspell, broom, Matrix, tokenizers,
janeaustenr, purrr (>= 0.1.1), methods, stopwords",NA,"readr, tidyr, XML, tm, quanteda, knitr, rmarkdown, ggplot2,
reshape2, wordcloud, topicmodels, NLP, scales, gutenbergr,
testthat, mallet, stm, data.table",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"tidyverse","tidyverse","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.2.1",NA,NA,"broom (>= 0.4.2), cli (>= 1.0.0), crayon (>= 1.3.4), dplyr (>=
0.7.4), dbplyr (>= 1.1.0), forcats (>= 0.2.0), ggplot2 (>=
2.2.1), haven (>= 1.1.0), hms (>= 0.3), httr (>= 1.3.1),
jsonlite (>= 1.5), lubridate (>= 1.7.1), magrittr (>= 1.5),
modelr (>= 0.1.1), purrr (>= 0.2.4), readr (>= 1.1.1), readxl
(>= 1.0.0), reprex (>= 0.1.1), rlang (>= 0.1.4), rstudioapi (>=
0.7), rvest (>= 0.3.2), stringr (>= 1.2.0), tibble (>= 1.3.4),
tidyr (>= 0.7.2), xml2 (>= 1.1.1)",NA,"feather (>= 0.3.1), knitr (>= 1.17), rmarkdown (>= 1.7.4)",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"tiff","tiff","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.1-5",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","3.5.0"
"tikzDevice","tikzDevice","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.12",NA,"R (>= 2.14.0)","filehash (>= 2.3), png",NA,"evaluate, formatR, ggplot2, knitr, lattice, maps, scales,
stringr, testthat (>= 0.8.1), withr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"timeDate","timeDate","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","3043.102",NA,"R (>= 2.15.1), graphics, utils, stats, methods",NA,NA,"date, RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.5.0"
"timereg","timereg","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.9.2",NA,"R (>= 2.15), survival","lava, numDeriv, stats, graphics, grDevices, utils",NA,"mets,",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"timeSeries","timeSeries","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","3042.102",NA,"R (>= 2.10), graphics, grDevices, stats, methods, utils,
timeDate (>= 2150.95)",NA,NA,"RUnit, robustbase, xts, PerformanceAnalytics, fTrading",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.5.0"
"tinytex","tinytex","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.10",NA,NA,"xfun (>= 0.3)",NA,"testit, rstudioapi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.5.2"
"tis","tis","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.34",NA,"R (>= 2.3)",NA,NA,"reshape, scales","zoo, ggplot2, graphics","Unlimited",NA,NA,NA,NA,"yes","3.5.0"
"tkrplot","tkrplot","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.0-24",NA,"R (>= 2.13), grDevices, tcltk",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"yes","3.5.0"
"tm","tm","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.7-5",NA,"R (>= 3.2.0), NLP (>= 0.1-6.2)","Rcpp, parallel, slam (>= 0.1-37), stats, tools, utils,
graphics, xml2","BH, Rcpp","antiword, filehash, methods, pdftools, Rcampdf, Rgraphviz,
Rpoppler, SnowballC, testthat, tm.lexicon.GeneralInquirer",NA,"GPL-3",NA,NA,NA,NA,"yes","3.5.0"
"tnam","tnam","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.6.5",NA,"R (>= 2.14.0), xergm.common (>= 1.7.7)","methods, utils, stats, network, sna, igraph, vegan, lme4 (>=
1.0), Rcpp (>= 0.11.0)","Rcpp","texreg",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"tokenizers","tokenizers","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.2.1",NA,"R (>= 3.1.3)","stringi (>= 1.0.1), Rcpp (>= 0.12.3), SnowballC (>= 0.5.1)","Rcpp","covr, knitr, rmarkdown, stopwords (>= 0.9.0), testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"tools","tools","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","3.5.1","base",NA,NA,NA,"codetools, methods, xml2, curl",NA,"Part of R 3.5.1",NA,NA,NA,NA,"yes","3.5.1"
"topicmodels","topicmodels","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.2-7",NA,"R (>= 2.15.0)","stats4, methods, modeltools, slam, tm (>= 0.6)",NA,"lasso2, lattice, lda, OAIHarvester, SnowballC, XML,
corpus.JSS.papers",NA,"GPL-2",NA,NA,NA,NA,"yes","3.5.0"
"triebeard","triebeard","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.3.0",NA,NA,"Rcpp","Rcpp","knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"trimcluster","trimcluster","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.1-2.1",NA,"R (>= 1.9.0)",NA,NA,"fpc",NA,"GPL",NA,NA,NA,NA,"no","3.5.0"
"tripack","tripack","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.3-8",NA,NA,NA,NA,NA,NA,"ACM | file LICENSE",NA,"yes",NA,NA,"yes","3.5.0"
"truncnorm","truncnorm","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.0-8",NA,"R (>= 3.4.0)",NA,NA,"testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"truncreg","truncreg","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.2-4",NA,"R (>= 1.8.0), maxLik",NA,NA,"survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.5.0"
"trust","trust","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.1-7",NA,"R (>= 2.10.0)","stats",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"tseries","tseries","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.10-45",NA,"R (>= 2.10.0)","graphics, stats, utils, quadprog, zoo, quantmod (>= 0.4-9)",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.5.0"
"TSP","TSP","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.1-6",NA,"R (>= 2.14.0)","graphics, foreach, utils, methods, stats, grDevices",NA,"maps, sp, maptools, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","3.5.0"
"TTR","TTR","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.23-3",NA,NA,"xts (>= 0.10-0), zoo, curl","xts","RUnit","quantmod","GPL-2",NA,NA,NA,NA,"yes","3.5.0"
"tufte","tufte","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.4",NA,NA,"htmltools, xfun, knitr (>= 1.18), rmarkdown",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.5.0"
"tweenr","tweenr","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.1.5",NA,"R (>= 3.2.0)","Rcpp (>= 0.12.3), grDevices","Rcpp",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"twitteR","twitteR","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.1.9",NA,"R (>= 2.12.0)","methods, bit64, rjson, DBI (>= 0.3.1), httr (>= 1.0.0)",NA,"RSQLite, RMySQL",NA,"Artistic-2.0",NA,NA,NA,NA,"no","3.5.0"
"ucminf","ucminf","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.1-4",NA,NA,NA,NA,"numDeriv",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"udunits2","udunits2","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.13",NA,"R (>= 2.10.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.5.0"
"units","units","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.6-0",NA,"R (>= 3.0.0)","Rcpp","Rcpp","udunits2, NISTunits, measurements, xml2, tibble, pillar,
knitr, testthat, ggforce, rmarkdown, magrittr",NA,"GPL-2",NA,NA,NA,NA,"yes","3.5.0"
"urca","urca","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.3-0",NA,"R (>= 2.0.0), methods","nlme, graphics, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"urltools","urltools","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.7.0",NA,"R (>= 2.10)","Rcpp, methods, triebeard","Rcpp","testthat, knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"uroot","uroot","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.0-9",NA,"R (>= 3.0.0), stats",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.5.0"
"usethis","usethis","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.4.0",NA,"R (>= 3.1)","clipr (>= 0.3.0), clisymbols, crayon, curl (>= 2.7), desc, fs
(>= 1.2.0), gh, git2r (>= 0.23), glue, rlang, rprojroot (>=
1.2), rstudioapi, utils, whisker",NA,"covr, knitr, magick, rmarkdown, roxygen2, spelling (>= 1.2),
styler (>= 1.0.2), testthat (>= 2.0.0), withr",NA,"GPL-3",NA,NA,NA,NA,"no","3.5.0"
"utf8","utf8","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.1.4",NA,"R (>= 2.10)",NA,NA,"knitr, rmarkdown, testthat",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"utils","utils","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","3.5.1","base",NA,NA,NA,"methods, xml2, commonmark",NA,"Part of R 3.5.1",NA,NA,NA,NA,"yes","3.5.1"
"uuid","uuid","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.1-2",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"V8","V8","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.5",NA,NA,"Rcpp (>= 0.12), jsonlite (>= 1.0), curl (>= 1.0), utils","Rcpp","testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"vardpoor","vardpoor","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.10.0",NA,"R (>= 3.2.3), data.table (>= 1.10.4), laeken, stringr","foreach, plyr, MASS, stats, utils, surveyplanning",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"vars","vars","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.5-2",NA,"R (>= 2.0.0), MASS, strucchange, urca (>= 1.1-6), lmtest (>=
0.9-26), sandwich (>= 2.2-4)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.5.0"
"vcd","vcd","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.4-4",NA,"R (>= 2.4.0), grid","stats, utils, MASS, grDevices, colorspace, lmtest",NA,"KernSmooth, mvtnorm, kernlab, HSAUR, coin",NA,"GPL-2",NA,NA,NA,NA,"no","3.5.0"
"vdiffr","vdiffr","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.2.3",NA,"R (>= 3.1.0)","devtools, fontquiver (>= 0.2.0), gdtools (>= 0.1.2), glue,
grDevices, htmlwidgets (>= 0.6), purrr (>= 0.2.0), rlang, R6,
Rcpp, shiny, svglite (>= 1.2.0), testthat (>= 1.0.0), xml2","Rcpp","ggplot2, roxygen2, rstudioapi, yaml",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"vegan","vegan","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.5-2",NA,"permute (>= 0.9-0), lattice, R (>= 3.2.0)","MASS, cluster, mgcv",NA,"parallel, tcltk, knitr",NA,"GPL-2",NA,NA,NA,NA,"yes","3.5.0"
"venneuler","venneuler","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.1-0",NA,"rJava",NA,NA,NA,NA,"MPL-1.1",NA,NA,NA,NA,NA,"3.5.0"
"VGAM","VGAM","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.0-5",NA,"R (>= 3.4.0), methods, stats, stats4, splines",NA,NA,"VGAMdata, MASS, mgcv",NA,"GPL-3",NA,NA,NA,NA,"yes","3.5.0"
"VGAMdata","VGAMdata","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.0-3",NA,"R (>= 3.1.0)",NA,NA,"VGAM",NA,"GPL-2",NA,NA,NA,NA,"no","3.5.0"
"viridis","viridis","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.5.1",NA,"R (>= 2.10), viridisLite (>= 0.3.0)","stats, ggplot2 (>= 1.0.1), gridExtra",NA,"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, rasterVis, httr, mapproj, vdiffr, svglite (>=
1.2.0), testthat, covr, rmarkdown, rgdal",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"viridisLite","viridisLite","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.3.0",NA,"R (>= 2.10)",NA,NA,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"visNetwork","visNetwork","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.0.4",NA,"R (>= 3.0)","htmlwidgets, htmltools, jsonlite, magrittr, utils, methods,
grDevices, stats",NA,"knitr, rmarkdown, webshot, igraph, rpart, shiny,
shinyWidgets, colourpicker, sparkline, ggraph, flashClust",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"visreg","visreg","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.5-0",NA,NA,"lattice",NA,"rgl, MASS, survival, knitr, ggplot2","nlme","GPL-3",NA,NA,NA,NA,"no","3.5.0"
"webp","webp","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.4",NA,NA,NA,NA,"jpeg, png",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"webshot","webshot","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.5.0",NA,"R (>= 3.0)","magrittr, jsonlite, withr, processx",NA,"httpuv, knitr, rmarkdown, shiny",NA,"GPL-2",NA,NA,NA,NA,"no","3.5.0"
"webutils","webutils","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.6",NA,NA,"curl (>= 2.5), jsonlite",NA,"httpuv, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"whisker","whisker","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.3-2",NA,NA,NA,NA,"markdown",NA,"GPL-3",NA,NA,NA,NA,"no","3.5.0"
"withr","withr","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.1.2",NA,"R (>= 3.0.2)","stats, graphics, grDevices",NA,"testthat, covr, lattice, DBI, RSQLite, methods, knitr,
rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.5.0"
"wordcloud","wordcloud","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.5",NA,"methods, RColorBrewer","slam, Rcpp (>= 0.9.4)","Rcpp","tm (>= 0.6)",NA,"LGPL-2.1",NA,NA,NA,NA,"yes","3.5.0"
"wordcloud2","wordcloud2","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.2.1",NA,"R (>= 3.1.0)","htmlwidgets, base64enc, grDevices, graphics",NA,"knitr, rmarkdown, webshot","shiny (>= 0.12)","GPL-2",NA,NA,NA,NA,"no","3.5.0"
"xergm","xergm","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.8.2",NA,"R (>= 2.14.0), xergm.common (>= 1.7.7), btergm (>= 1.9.0),
tnam (>= 1.6.5), rem (>= 1.1.2), GERGM (>= 0.11.2)","utils",NA,"statnet (>= 2015.11.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.5.0"
"xergm.common","xergm.common","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.7.7",NA,"R (>= 2.14.0), ergm (>= 3.5.1), network (>= 1.13.0)","methods, utils, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.5.0"
"xfun","xfun","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.5",NA,NA,"tools",NA,"testit, parallel, rstudioapi, tinytex, mime, markdown, knitr,
htmltools, base64enc, remotes, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.5.1"
